date,open,high,close,low,volume,price_change,p_change,ma5,ma10,ma20,v_ma5,v_ma10,v_ma20
2015/10/20,19.86,20.39,19.95,19.66,73178.73,0.32,1.63,19.772,18.23,16.541,128554.4,106994.94,88712.48
2015/10/19,20.55,20.7,19.65,19.56,103500.92,-0.76,-3.72,19.482,17.782,16.211,137227.73,107501.79,89083
2015/10/16,20.32,21,20.4,19.5,159508.31,0.42,2.1,18.914,17.325,15.951,136727.91,101296.53,90893.05
2015/10/15,18.61,20.2,19.96,18.61,126977.31,1.08,5.72,18.072,16.814,15.735,114534.39,92531.7,88662.64
2015/10/14,18.15,19.9,18.9,17.81,179606.73,0.4,2.16,17.334,16.358,15.468,104250.53,85708.6,86410.59
2015/10/13,16.61,18.5,18.5,16.6,116545.37,1.68,9.99,16.688,15.983,15.254,85435.48,76175.14,82184.37
2015/10/12,16.2,17.18,16.81,16.01,101001.85,0.62,3.83,16.082,15.63,15.022,77775.84,72660.54,79388.49
2015/10/9,16.11,16.33,16.19,15.99,48540.67,-0.07,-0.43,15.736,15.404,14.82,65865.14,68606.96,76962.9
2015/10/8,16.03,16.5,16.27,15.75,75558.01,0.61,3.9,15.556,15.187,14.628,70529,69680.66,78045.96
2015/9/30,15.3,15.85,15.67,14.98,85531.49,0.2,1.29,15.382,14.955,14.488,67166.68,71003.17,78217.35
2015/9/29,14.96,16,15.47,14.81,78247.2,0.38,2.52,15.278,14.852,14.452,66914.79,70430.02,77932.86
2015/9/28,14.95,15.28,15.08,14.3,41448.35,-0.21,-1.37,15.178,14.639,14.501,67545.24,70664.22,79911.88
2015/9/25,15.5,15.95,15.29,15.03,71859.97,-0.1,-0.65,15.072,14.577,14.496,71348.77,80489.57,84741.11
2015/9/24,15.22,15.7,15.4,15.1,58746.39,0.26,1.72,14.818,14.655,14.509,68832.31,84793.59,87664.03
2015/9/23,14.94,15.45,15.15,14.6,84272.05,0.2,1.34,14.528,14.577,14.604,74839.67,87112.57,86046.36
2015/9/22,14.53,15.19,14.97,14.48,81399.43,0.44,3.03,14.426,14.525,14.807,73945.25,88193.61,84374.37
2015/9/21,13.9,14.57,14.55,13.73,60466.03,0.54,3.85,14.1,14.413,15.076,73783.21,86116.45,87214.27
2015/9/18,14.1,14.4,14.02,13.51,59277.66,0.04,0.29,14.082,14.235,15.413,89630.36,85318.85,91928.28
2015/9/17,14.58,15.35,13.95,13.92,88783.16,-0.7,-4.78,14.492,14.069,15.752,100754.88,86411.26,95076.24
2015/9/16,13.43,14.65,14.64,13.4,79799.99,1.32,9.91,14.626,14.02,16.062,99385.47,85431.53,96147.79
2015/9/15,13.74,14.25,13.34,13.1,80589.21,-1.12,-7.75,14.624,14.051,16.45,102441.97,85435.7,97522.71
2015/9/14,16.62,16.64,14.46,14.46,139701.77,-1.61,-10.02,14.726,14.363,16.881,98449.69,89159.54,101431.96
2015/9/11,15,16.07,16.07,14.61,114900.25,1.46,9.99,14.388,14.414,17.228,81007.34,88992.66,101712.36
2015/9/10,14,15.28,14.62,13.8,81936.15,-0.02,-0.14,13.646,14.363,17.425,72067.64,90534.47,102005.86
2015/9/9,13.95,14.88,14.63,13.95,95082.47,0.77,5.56,13.414,14.63,17.679,71477.58,84980.15,103910.79
2015/9/8,12.89,13.98,13.85,12.67,60627.79,1.09,8.54,13.478,15.088,17.924,68429.43,80555.14,103801.5
2015/9/7,12.92,13.38,12.77,12.63,52490.04,0.37,2.98,14,15.739,18.131,79869.39,88312.1,104161.3
2015/9/2,12.3,14.11,12.36,12.3,70201.74,-1.1,-8.17,14.44,16.591,18.36,96977.99,98537.72,104567.25
2015/9/1,14.78,14.78,13.46,13.46,78985.85,-1.5,-10.03,15.08,17.434,18.617,109001.3,103741.22,106218.95
2015/8/31,16.13,16.2,14.95,14.95,79841.72,-1.51,-9.17,15.846,18.104,18.812,98482.73,106864.05,106984.29
2015/8/28,15.4,16.46,16.46,15,117827.6,1.5,10.03,16.698,18.849,18.853,92680.85,109609.73,107384.89
2015/8/27,15.5,16.5,14.97,14,138033.02,-0.59,-3.79,17.478,19.398,18.905,96754.8,113704.38,105345.29
2015/8/26,17,18.35,15.56,15.56,130318.31,-1.73,-10.01,18.742,20.042,19.087,100097.45,114432.06,102945.9
2015/8/25,17.29,17.29,17.29,17.29,26393,-1.92,-9.99,19.788,20.486,19.281,98481.13,113477.25,100760.9
2015/8/24,20,20.4,19.21,19.21,50832.3,-2.13,-9.98,20.362,20.727,19.349,115245.36,122841.42,105103.36
2015/8/21,20.62,21.9,20.36,19.18,138197.38,-0.89,-4.19,21,20.76,19.423,126538.6,127047.87,107525.57
2015/8/20,20.98,22.67,21.29,20.3,154746.27,0.68,3.3,21.318,20.522,19.555,130653.97,120010.51,107255.7
2015/8/19,19,21,20.79,18.14,122236.72,0.63,3.12,21.342,20.128,19.697,128766.66,110596.78,106575.77
2015/8/18,22.4,22.4,20.16,20.16,110214.14,-2.24,-10,21.184,19.8,19.783,128473.37,108696.69,106623.23
2015/8/17,21.67,22.49,22.4,21.43,107298.51,0.46,2.1,21.092,19.519,19.836,130437.47,107104.54,105345.14
2015/8/14,21.61,22.83,21.95,21.61,158774.2,0.57,2.67,20.52,18.856,19.774,127557.13,105160.06,105904.42
2015/8/13,20.23,21.54,21.41,20.01,145309.73,1.41,7.05,19.726,18.412,19.733,109367.04,96986.2,102759.24
2015/8/12,19.35,20.64,20,19.1,120770.27,0.31,1.57,18.914,18.131,19.666,92426.9,91459.75,102925.4
2015/8/11,19.6,20.12,19.7,19,120034.65,0.15,0.77,18.416,18.076,19.771,88920,88044.54,101185.21
2015/8/10,18.22,19.65,19.54,18.22,92896.78,1.57,8.74,17.946,17.971,20.014,83771.6,87365.31,105374.57
2015/8/7,17.47,17.99,17.98,17.47,67823.78,0.61,3.51,17.192,18.086,20.401,82762.98,88003.27,111513.33
2015/8/6,16.94,17.98,17.35,16.81,60609,-0.15,-0.86,17.098,18.587,20.783,84605.36,94500.89,116331.12
2015/8/5,17.4,18.36,17.51,17.1,103235.81,0.16,0.92,17.348,19.266,21.079,90492.6,102554.76,119510.67
2015/8/4,16.2,17.35,17.35,15.8,94292.63,1.58,10.02,17.736,19.765,21.454,87169.08,104549.78,123074.95
2015/8/3,17.39,17.39,15.77,15.77,87853.7,-1.75,-9.99,17.996,20.153,21.778,90959.02,103585.74,126782.92
2015/7/31,17.71,18.4,17.51,17.02,77035.64,-1.07,-5.76,18.98,20.692,22.254,93243.56,106648.78,129904.7
2015/7/30,19.44,19.74,18.6,18.41,90045.23,-0.85,-4.37,20.076,21.053,22.727,104396.42,108532.27,131535.01
2015/7/29,19.12,19.5,19.45,17.2,86618.22,0.82,4.4,21.184,21.201,23.199,114616.91,114391.06,132072.05
2015/7/28,18.76,20.2,18.65,18.62,113242.29,-2.04,-9.86,21.794,21.466,23.586,121930.47,114325.88,132080.92
2015/7/27,22.3,23.65,20.69,20.69,99276.44,-2.3,-10,22.31,22.057,24.057,116212.45,123383.84,130234.33
2015/7/24,24,24.55,22.99,22.38,132799.91,-1.15,-4.76,22.404,22.716,24.583,120054,135023.38,129589.61
2015/7/23,23.2,24.26,24.14,23,141147.69,1.68,7.48,22.03,22.978,25,112668.13,138161.35,127490.18
2015/7/22,21.24,22.5,22.5,21.24,123186.04,1.28,6.03,21.218,22.891,25.41,114165.21,136466.58,128089.32
2015/7/21,20.85,21.49,21.23,20.16,84652.19,0.09,0.43,21.138,23.142,25.87,106721.29,141600.12,131898.5
2015/7/20,21.1,21.49,21.16,20.1,118484.16,0.06,0.28,21.804,23.402,26.569,130555.22,149980.11,135657.18
2015/7/17,20.5,21.97,21.12,20.2,95870.55,1.05,5.23,23.028,23.815,27.23,149992.77,153160.61,138386.76
2015/7/16,19.98,22.3,20.08,19.89,148633.12,-2.02,-9.14,23.926,24.4,27.867,163654.57,154537.76,147044.89
2015/7/15,22.78,23.04,22.1,22.1,85966.42,-2.46,-10.02,24.564,25.197,28.53,158767.95,149753.04,149835.16
2015/7/14,26.4,26.99,24.56,24.56,203821.83,-2.73,-10,25.146,25.706,28.94,176478.95,149835.97,154530.24
2015/7/13,25.63,27.9,27.28,25.63,215671.91,1.67,6.52,25,26.057,29.122,169405.01,137084.82,151303.74
2015/7/10,22.2,25.61,25.61,22.1,164179.59,2.33,10.01,24.602,26.449,29.108,156328.46,124155.83,144964.95
2015/7/1,25,25.8,23.27,22.8,124199.99,-1.74,-6.96,24.874,27.021,29.198,145420.94,116819.01,142739
2015/6/30,23.82,25.13,25.01,21.44,174521.44,1.19,5,25.83,27.929,29.447,140738.14,119712.07,142160.16
2015/6/29,26.5,26.98,23.83,22.82,168452.12,-1.45,-5.74,26.266,28.597,29.555,123192.98,122196.88,138338.64
2015/6/26,27,27.5,25.29,24.27,150289.14,-1.68,-6.23,27.114,29.735,29.653,104764.62,121334.25,136335.98
2015/6/25,28,28.5,26.97,26,109642.01,-1.07,-3.82,28.296,30.645,29.653,91983.2,123612.91,137939.84
2015/6/24,27.6,28.5,28.05,27.48,100785.98,0.87,3.2,29.168,31.333,29.708,88217.07,139552.02,141688.41
2015/6/23,26.8,28.8,27.19,25.31,86795.67,-0.88,-3.13,30.028,31.862,29.788,98686,149917.27,146559.61
2015/6/19,30.98,30.98,28.07,28.07,76310.31,-3.12,-10,30.928,32.174,29.925,121200.77,159224.51,149810.81
2015/6/18,30.94,32.89,31.2,30.38,86382.05,-0.12,-0.38,32.356,32.186,29.998,137903.89,165522.67,156464.42
2015/6/17,31.45,32.2,31.33,29.8,90811.36,-1.03,-3.18,32.994,31.766,29.849,155242.62,165774.07,158204.82
2015/6/16,30.48,33.48,32.35,29.61,153130.61,0.66,2.08,33.498,31.375,29.565,190886.97,168659,161871.41
2015/6/15,34.99,34.99,31.69,31.69,199369.53,-3.52,-10,33.696,30.964,29.114,201148.55,164608.26,158362.17
2015/6/12,34.69,35.98,35.21,34.01,159825.88,0.82,2.38,33.42,30.513,28.683,197248.25,154480.41,153888
2015/6/11,33.17,34.98,34.39,32.51,173075.73,0.54,1.59,32.016,29.572,28.036,193141.45,151337.71,151428.57
2015/6/10,34.1,36.35,33.85,32.23,269033.12,0.51,1.53,30.538,28.66,27.424,176305.53,152266.76,149078.5
2015/6/9,30.46,33.34,33.34,30.46,204438.47,3.03,10,29.252,28.082,26.77,146431.02,143824.79,139248.67
2015/6/8,28.4,30.9,30.31,28.4,179868.05,2.12,7.52,28.232,27.714,26.164,128067.98,143201.95,133185.54
2015/6/5,27.37,28.35,28.19,27.37,139291.88,1.19,4.41,27.606,27.675,25.677,111712.57,140397.1,128138.18
2015/6/4,27.42,27.55,27,25,88896.11,-0.42,-1.53,27.128,27.81,25.268,109533.97,147406.17,125636.02
2015/6/3,28.25,28.5,27.42,26.62,119660.61,-0.82,-2.9,26.782,27.932,24.858,128227.99,150635.57,124643.79
2015/6/2,27.5,28.59,28.24,27.4,112623.23,1.06,3.9,26.912,27.755,24.46,141218.55,155083.83,122956.92
2015/6/1,25.86,27.79,27.18,25.86,98091.02,1.38,5.35,27.196,27.263,24.085,158335.93,152116.08,121744.71
2015/5/29,25.5,26.58,25.8,23.7,128398.88,0.53,2.1,27.744,26.852,23.838,169081.63,153295.6,119753.75
2015/5/28,27.95,27.95,25.27,25.26,182366.2,-2.8,-9.97,28.492,26.5,23.673,185278.38,151519.43,117932.57
2015/5/27,29.66,29.66,28.07,27.95,184613.42,-1.59,-5.36,29.082,26.187,23.514,173043.16,145890.24,112643.52
2015/5/26,29.92,30.3,29.66,28.7,198210.12,-0.26,-0.87,28.598,25.458,23.198,168949.11,134672.56,108947.78
2015/5/25,29.3,30.3,29.92,28.1,151819.52,0.38,1.29,27.33,24.613,22.861,145896.23,123169.14,107003.53
2015/5/22,29.87,30.99,29.54,28.53,209382.62,1.32,4.68,25.96,23.679,22.44,137509.57,115879.26,104078.16
2015/5/21,27.5,28.22,28.22,26.5,121190.11,2.57,10.02,24.508,22.725,22.053,117760.48,103865.87,98766.2
2015/5/20,24.1,25.65,25.65,24.1,164143.16,2.33,9.99,23.292,21.784,21.733,118737.32,98652,99743.64
2015/5/19,23.68,23.69,23.32,22.47,82945.73,0.25,1.08,22.318,21.166,21.536,100396.01,90830.02,97087.92
2015/5/18,22.28,24.45,23.07,22.08,109886.22,0.79,3.55,21.896,20.906,21.434,100442.05,91373.34,101965.14
2015/5/15,22.35,22.51,22.28,21.57,110637.16,0.14,0.63,21.398,20.824,21.383,94248.95,86211.91,106809.49
2015/5/14,20.84,22.59,22.14,20.72,126074.32,1.36,6.54,20.942,20.845,21.418,89971.27,84345.72,112331.15
2015/5/13,21.21,21.21,20.78,20.7,72436.6,-0.43,-2.03,20.276,20.84,21.53,78566.68,79396.81,118543.01
2015/5/12,20.78,21.47,21.21,20.4,83175.93,0.63,3.06,20.014,20.937,21.653,81264.03,83223,122655.85
2015/5/11,20.31,20.84,20.58,20.15,78920.74,0.58,2.9,19.916,21.108,21.649,82304.64,90837.92,127088.19
2015/5/8,19.1,20.18,20,19.1,89248.75,1.19,6.33,20.25,21.2,21.591,78174.86,92277.06,128790.26
2015/5/7,19.56,19.6,18.81,18.59,69051.38,-0.66,-3.39,20.748,21.381,21.572,78720.17,93666.53,133483.77
2015/5/6,20.85,21,19.47,19.25,85923.34,-1.25,-6.03,21.404,21.682,21.553,80226.93,100835.28,137917.5
2015/5/5,22.41,22.48,20.72,20.33,88378.98,-1.53,-6.88,21.86,21.906,21.456,85181.97,103345.82,139744.93
2015/5/4,22.2,22.55,22.25,21.83,58271.87,-0.24,-1.07,22.3,21.961,21.253,99371.2,112556.94,139924.12
2015/4/30,22.2,22.8,22.49,22.2,91975.28,0.4,1.81,22.15,21.942,20.963,106379.26,127407.07,140327.35
2015/4/29,21.73,22.54,22.09,21.02,76585.19,0.34,1.56,22.014,21.99,20.653,108612.9,140316.57,139159.05
2015/4/28,22.93,23.1,21.75,21.47,110698.53,-1.17,-5.11,21.96,22.219,20.357,121443.63,157689.21,139553.18
2015/4/27,22.56,23.65,22.92,22.56,159325.12,1.42,6.61,21.952,22.368,20.09,121509.68,162088.7,138272.77
2015/4/24,21.82,21.82,21.5,21,93312.18,-0.31,-1.42,21.622,22.189,19.733,125742.68,163338.46,136324.12
2015/4/23,22,22.4,21.81,21.72,103143.46,-0.01,-0.05,21.734,21.982,19.404,148434.88,165303.46,135902.4
2015/4/22,21.9,22.3,21.82,21.58,140738.84,0.11,0.51,21.966,21.763,19.079,172020.25,173301.02,135603.95
2015/4/21,21,21.97,21.71,20.8,111028.8,0.44,2.07,22.478,21.423,18.772,193934.8,174999.73,136236.51
2015/4/20,21.7,22.78,21.27,20.24,180490.12,-0.79,-3.58,22.784,21.006,18.455,202667.73,176144.03,135158.14
2015/4/17,22.6,23.97,22.06,21.8,206773.17,-0.91,-3.96,22.756,20.545,18.159,200934.24,167291.31,129973.64
2015/4/16,24.63,25.21,22.97,21.94,221070.31,-1.41,-5.78,22.23,19.983,17.825,182172.04,153247.63,124317.19
2015/4/15,23.45,25.56,24.38,23.4,250311.59,1.14,4.91,21.56,19.315,17.442,174581.78,138001.54,119340.61
2015/4/14,21.45,23.24,23.24,21.45,154693.44,2.11,9.99,20.368,18.494,16.982,156064.66,121417.14,114763.57
2015/4/13,19.6,21.3,21.13,19.5,171822.69,1.7,8.75,19.228,17.812,16.563,149620.34,114456.84,111752.31
2015/4/10,19.55,19.89,19.43,19.2,112962.15,-0.19,-0.97,18.334,17.276,16.23,133648.38,109309.78,106228.29
2015/4/9,18.28,19.89,19.62,18.02,183119.05,1.2,6.51,17.736,16.826,15.964,124323.21,106501.34,104829.1
2015/4/8,17.6,18.53,18.42,17.6,157725.97,0.88,5.02,17.07,16.394,15.698,101421.29,97906.88,101658.57
2015/4/7,16.54,17.98,17.54,16.5,122471.85,0.88,5.28,16.62,16.12,15.51,86769.62,97473.29,98832.94
2015/4/3,16.44,16.77,16.66,16.25,91962.88,0.22,1.34,16.396,15.904,15.348,79293.34,94172.24,99956.63
2015/4/2,16.21,16.5,16.44,16.21,66336.32,0.15,0.92,16.218,15.772,15.229,84971.19,92655.96,104350.08
2015/4/1,16.18,16.48,16.29,16,68609.42,0.12,0.74,15.916,15.666,15.065,88679.47,95386.75,105692.28
2015/3/31,16.78,16.88,16.17,16.07,84467.62,-0.25,-1.52,15.718,15.568,14.896,94392.47,100679.68,105615.58
2015/3/30,15.99,16.63,16.42,15.99,85090.45,0.65,4.12,15.62,15.469,14.722,108176.96,108109.99,108345.78
2015/3/27,14.9,15.86,15.77,14.9,120352.13,0.84,5.63,15.412,15.314,14.527,109051.14,109047.78,108905.84
2015/3/26,15.14,15.35,14.93,14.91,84877.75,-0.37,-2.42,15.326,15.184,14.349,100340.74,103146.79,104657.89
2015/3/25,15.97,15.97,15.3,15.18,97174.4,-0.38,-2.42,15.416,15.102,14.209,102094.02,103156.85,101713.53
2015/3/24,15.38,16.16,15.68,15.28,153390.08,0.3,1.95,15.418,15.002,14.048,106966.89,105410.25,98528.56
2015/3/23,15.34,15.56,15.38,15.25,89461.32,0.04,0.26,15.318,14.899,13.875,108043.02,100192.6,92631.7
2015/3/20,15.38,15.48,15.34,15.18,76800.13,-0.04,-0.26,15.216,14.792,13.712,109044.42,105741.03,89796.14
2015/3/19,15.2,15.64,15.38,15.11,93644.19,0.07,0.46,15.042,14.686,13.55,105952.84,116044.19,88367.88
2015/3/18,15.18,15.66,15.31,15.02,121538.71,0.13,0.86,14.788,14.464,13.37,104219.67,115997.81,84553.23
2015/3/17,14.9,15.44,15.18,14.63,158770.77,0.31,2.08,14.586,14.223,13.192,103853.62,110551.48,79375.68
2015/3/16,14.52,15.05,14.87,14.51,94468.3,0.4,2.76,14.48,13.975,13.008,92342.17,108581.56,72606.05
2015/3/13,14.13,14.5,14.47,14.08,61342.22,0.36,2.55,14.368,13.74,12.838,102437.64,108763.91,69166.69
2015/3/12,14.11,14.8,14.11,13.95,84978.37,-0.19,-1.33,14.33,13.513,12.704,126135.54,106168.99,67492.94
2015/3/11,14.8,15.08,14.3,14.14,119708.43,-0.35,-2.39,14.14,13.315,12.591,127775.94,100270.22,64628.29
2015/3/10,14.2,14.8,14.65,14.01,101213.51,0.34,2.38,13.86,13.094,12.475,117249.34,91646.87,60215.63
2015/3/9,14.14,14.85,14.31,13.8,144945.66,0.03,0.21,13.47,12.851,12.345,124820.96,85070.82,56606.5
2015/3/6,13.17,14.48,14.28,13.13,179831.72,1.12,8.51,13.112,12.632,12.228,115090.18,73851.25,51405.4
2015/3/5,12.88,13.45,13.16,12.87,93180.39,0.26,2.02,12.696,12.413,12.117,86202.44,60691.57,46590.69
2015/3/4,12.8,12.92,12.9,12.61,67075.44,0.2,1.57,12.49,12.275,12.089,72764.49,53108.66,47809.82
2015/3/3,12.52,13.06,12.7,12.52,139071.61,0.18,1.44,12.328,12.161,12.052,66044.39,48199.88,46658.3
2015/3/2,12.25,12.67,12.52,12.2,96291.73,0.32,2.62,12.232,12.041,12.033,45320.67,36630.54,44359.55
2015/2/27,12.06,12.22,12.2,12.06,35393.05,0.07,0.58,12.152,11.936,12.035,32612.32,29569.46,46043.69
2015/2/26,12.09,12.18,12.13,12,25990.64,0.04,0.33,12.13,11.894,12.05,35180.69,28816.89,51364.54
2015/2/25,12.22,12.36,12.09,12.07,33474.9,-0.13,-1.06,12.06,11.866,12.057,33452.83,28986.36,56014.9
2015/2/17,12.18,12.25,12.22,12.13,35453.01,0.1,0.82,11.994,11.856,12.063,30355.38,28784.39,60576.15
2015/2/16,12.09,12.23,12.12,12.05,32750.02,0.03,0.25,11.85,11.838,12.007,27940.42,28142.19,60119.15
2015/2/13,11.88,12.28,12.09,11.8,48234.86,0.31,2.63,11.72,11.823,11.941,26526.6,28959.54,60316.1
2015/2/12,11.8,11.84,11.78,11.72,17351.35,0.02,0.17,11.658,11.82,11.903,22453.08,32489.81,60058.76
2015/2/11,11.58,11.82,11.76,11.51,17987.68,0.26,2.26,11.672,11.902,11.862,24519.9,42510.98,60096.82
2015/2/10,11.47,11.63,11.5,11.4,23378.19,0.03,0.26,11.718,11.943,11.823,27213.39,45116.72,60181.09
2015/2/9,11.77,11.77,11.47,11.42,25680.93,-0.31,-2.63,11.826,12.024,11.798,28343.97,52088.56,59997.78
2015/2/6,11.85,12,11.78,11.76,27867.27,-0.07,-0.59,11.926,12.134,11.77,31392.48,62517.93,60150.65
2015/2/5,12.15,12.15,11.85,11.83,27685.43,-0.14,-1.17,11.982,12.206,11.743,42526.53,73912.19,60999.86
2015/2/4,12.05,12.15,11.99,11.92,31455.14,-0.05,-0.41,12.132,12.248,11.734,60502.06,83043.44,62457.87
2015/2/3,11.99,12.2,12.04,11.96,29031.06,0.07,0.58,12.168,12.27,11.73,63020.05,92367.92,65219.19
2015/2/2,11.8,12.15,11.97,11.66,40923.5,-0.09,-0.75,12.222,12.176,11.709,75833.16,92096.1,66727.63
2015/1/30,12.4,12.49,12.06,12,83537.52,-0.54,-4.29,12.342,12.058,11.673,93643.37,91672.65,67000.63
