,code,name,eps,eps_yoy,bvps,roe,epcf,net_profits,profits_yoy,distrib,report_date
2515,300259,新天科技,0.03,-25.0,,1.01,,1736.6,4.25,,04-25
2516,600389,江山股份,0.13,261.71,,2.8,,3899.11,441.98,,04-25
2517,002818,富森美,0.36,-2.7,,4.08,,15881.31,7.48,,04-25
2518,000809,*ST新城,-0.04,61.54,,-1.15,,-3428.15,61.37,,04-25
2519,300275,梅安森,0.1,-176.92,,3.2,,1666.17,-180.31,,04-25
2520,002348,高乐股份,0.01,-57.14,,0.72,,897.35,-10.62,,04-25
2521,002669,康达新材,0.1,-29.93,,1.46,,2365.92,-19.55,,04-25
2522,601212,白银有色,0.0,-47.83,,0.2,,2351.99,-45.35,,04-25
2523,002736,国信证券,0.13,30.0,,2.12,,104096.58,23.52,,04-25
2524,000738,航发控制,0.03,13.93,,0.74,,3658.2,14.16,,04-25
2525,300232,洲明科技,0.08,-9.92,,3.21,,4968.88,146.42,,04-25
2526,000768,中航飞机,-0.03,47.44,,-0.57,,-8779.66,47.23,,04-25
2527,002811,亚泰国际,0.09,-43.75,,1.34,,1665.51,-23.27,,04-25
2528,300269,联建光电,0.12,5.87,,1.36,,7323.52,28.82,,04-25
2529,000020,深华发A,0.0,-11.76,,0.13,,42.12,-10.38,,04-25
2530,300285,国瓷材料,0.15,150.0,,2.59,,4438.77,193.82,,04-25
2531,000037,深南电A,-0.05,-37.5,,-1.5,,-2738.89,-40.82,,04-25
2532,300301,长方集团,0.0,-87.26,,0.38,,213.32,-85.36,,04-25
2533,300631,久吾高科,0.05,38.23,,0.67,,262.49,38.33,,04-25
2534,002530,丰东股份,0.06,566.67,,0.81,,3005.23,1115.82,,04-25
2535,300333,兆日科技,0.02,2.62,,0.92,,790.16,2.52,,04-25
2536,603165,荣晟环保,0.82,173.33,,14.76,,9529.3,236.68,,04-25
2537,000963,华东医药,1.12,20.64,,7.2,,54401.41,25.11,,04-25
2538,600178,东安动力,0.05,580.26,,1.3,,2388.96,579.5,,04-25
2539,300092,科新机电,0.0,-54.0,,0.2,,104.47,-37.75,,04-25
2540,600606,绿地控股,0.22,15.79,,4.66,,267832.07,18.94,,04-25
2541,300124,汇川技术,0.11,-38.89,,3.58,,17245.17,23.54,,04-25
2542,600643,爱建集团,0.09,11.25,,1.99,,12847.57,11.45,,04-25
2543,000666,经纬纺机,0.39,400.77,,3.98,,27325.45,400.84,,04-25
2544,300172,中电环保,0.02,-29.41,,1.09,,1218.34,5.23,,04-25
2545,601226,华电重工,-0.05,-460.14,,-1.67,,-5743.34,-460.13,,04-25
2546,300495,美尚生态,-0.03,-113.04,,-0.28,,-741.01,-146.87,,04-25
2547,000725,京东方A,0.07,2200.0,,3.02,,241301.57,2127.56,,04-25
2548,300546,雄帝科技,0.1,-158.82,,0.94,,546.07,-178.26,,04-25
2549,300237,美晨科技,0.1,81.59,,2.8,,7721.74,81.49,,04-25
2550,300253,卫宁健康,0.03,-19.05,,1.09,,2695.64,21.68,,04-25
2551,300580,贝斯特,0.17,-6.72,,3.05,,3077.8,13.98,,04-25
2552,002502,骅威文化,0.1,42.86,,2.87,,9026.81,194.92,,04-25
2553,002518,科士达,0.11,-35.29,,2.55,,5082.38,4.06,,04-25
2554,002535,林州重机,0.0,100.0,,0.04,,110.67,147.45,,04-25
2555,300354,东华测试,-0.03,116.78,,-1.25,,-428.56,116.06,,04-25
2556,002583,海能达,-0.09,80.0,,-3.34,,-15664.98,119.79,,04-25
2557,600521,华海药业,0.14,-6.67,,3.14,,14006.96,15.01,,04-25
2558,002278,神开股份,-0.01,-75.0,,-0.47,,-498.88,-66.32,,04-25
2559,002294,信立泰,0.36,5.88,,6.78,,37642.37,5.19,,04-25
2560,300403,地尔汉宇,0.32,-16.85,,3.11,,4232.94,-16.84,,04-25
2561,600201,生物股份,0.43,26.47,,6.85,,26598.31,38.91,,04-25
2562,300145,中金环境,0.14,19.41,,2.25,,9245.07,139.34,,04-25
2563,002101,广东鸿图,0.22,32.96,,2.56,,5572.3,72.04,,04-25
2564,300517,海波重科,0.05,-37.5,,0.82,,491.65,-15.66,,04-25
2565,002422,科伦药业,0.13,-7.14,,1.67,,19264.84,-7.47,,04-25
2566,600703,三安光电,0.17,-5.56,,3.89,,69095.49,51.14,,04-25
2567,002117,东港股份,0.12,-9.37,,2.78,,4292.25,-9.39,,04-25
2568,600330,天通股份,0.07,8.33,,1.49,,5411.9,8.12,,04-25
2569,300226,上海钢联,0.04,43.02,,1.17,,587.82,45.81,,04-25
2570,002454,松芝股份,0.18,28.57,,2.63,,7427.38,29.44,,04-25
2571,603920,世运电路,0.16,0.0,3.08,5.26,0.21,4957.1,1.86,,04-25
2572,002149,西部材料,-0.0,-89.07,,-0.05,,-86.53,-86.79,,04-25
2573,601958,金钼股份,0.0,-104.0,,0.04,,450.1,-105.54,,04-25
2574,300607,拓斯达,0.35,,,3.23,,2129.77,,,04-25
2575,000050,深天马A,0.16,147.61,,1.62,,22513.93,147.72,,04-25
2576,600828,茂业商业,0.11,13.0,,4.96,,19863.32,12.96,,04-25
2577,002234,民和股份,-0.25,-208.7,,-7.64,,-7585.89,-209.55,,04-25
2578,002267,陕天然气,0.2,-35.53,,4.05,,22018.24,-35.52,,04-25
2579,300376,易事特,0.1,41.64,,1.61,,5939.56,68.01,,04-25
2580,002101,广东鸿图,0.22,32.96,,2.56,,5572.3,72.04,,04-25
2581,300517,海波重科,0.05,-37.5,,0.82,,491.65,-15.66,,04-25
2582,002422,科伦药业,0.13,-7.14,,1.67,,19264.84,-7.47,,04-25
2583,600703,三安光电,0.17,-5.56,,3.89,,69095.49,51.14,,04-25
2584,002117,东港股份,0.12,-9.37,,2.78,,4292.25,-9.39,,04-25
2585,600330,天通股份,0.07,8.33,,1.49,,5411.9,8.12,,04-25
2586,300226,上海钢联,0.04,43.02,,1.17,,587.82,45.81,,04-25
2587,002454,松芝股份,0.18,28.57,,2.63,,7427.38,29.44,,04-25
2588,603920,世运电路,0.16,0.0,3.08,5.26,0.21,4957.1,1.86,,04-25
2589,002149,西部材料,-0.0,-89.07,,-0.05,,-86.53,-86.79,,04-25
2590,002502,骅威文化,0.1,42.86,,2.87,,9026.81,194.92,,04-25
2591,002518,科士达,0.11,-35.29,,2.55,,5082.38,4.06,,04-25
2592,002535,林州重机,0.0,100.0,,0.04,,110.67,147.45,,04-25
2593,600828,茂业商业,0.11,13.0,,4.96,,19863.32,12.96,,04-25
2594,002234,民和股份,-0.25,-208.7,,-7.64,,-7585.89,-209.55,,04-25
2595,002267,陕天然气,0.2,-35.53,,4.05,,22018.24,-35.52,,04-25
2596,300376,易事特,0.1,41.64,,1.61,,5939.56,68.01,,04-25
2597,002283,天润曲轴,0.05,25.0,,1.61,,5788.2,145.92,,04-25
2598,000589,黔轮胎A,0.15,-1957.5,,3.17,,11523.57,-1862.78,,04-25
2599,002026,山东威达,0.08,100.0,,1.46,,3306.81,119.28,,04-25
2600,603579,荣泰健康,0.86,-8.51,,5.69,,5490.39,10.72,,04-25
2601,002042,华孚色纺,0.19,58.33,,4.08,,16619.46,63.26,,04-25
2602,300457,赢合科技,0.31,72.22,,4.81,,3751.01,73.71,,04-25
2603,002058,威尔泰,-0.03,-16.22,,-2.37,,-439.91,-17.4,,04-25
2604,300182,捷成股份,0.05,-37.5,,1.32,,11887.3,8.67,,04-25
2605,002735,王子新材,0.1,66.67,,1.76,,815.85,74.65,,04-25
2606,002427,尤夫股份,0.1,108.0,,1.86,,4139.65,94.96,,04-25
2607,002443,金洲管道,0.01,-50.0,,0.33,,656.87,-47.04,,04-25
2608,603889,新澳股份,0.11,-42.11,,3.04,,3673.45,16.97,,04-25
2609,601777,力帆股份,0.04,-55.56,,0.83,,5634.53,-49.36,,04-25
2610,603991,至正股份,0.1,11.11,,2.28,,566.99,18.65,,04-25
2611,601958,金钼股份,0.0,-104.0,,0.04,,450.1,-105.54,,04-25
2612,300607,拓斯达,0.35,,,3.23,,2129.77,,,04-25
2613,000050,深天马A,0.16,147.61,,1.62,,22513.93,147.72,,04-25
2614,600497,驰宏锌锗,0.07,-305.15,,3.26,,29171.22,-637.94,,04-25
2615,002577,雷柏科技,0.04,4.68,,0.97,,1135.52,4.15,,04-25
2616,300042,朗科科技,0.11,23.5,,1.68,,1487.94,23.44,,04-25
2617,002272,川润股份,0.01,347.06,,0.27,,318.32,336.72,,04-25
2618,300413,快乐购,0.02,-23.89,,0.59,,956.77,-24.06,,04-25
2619,002641,永高股份,0.01,-66.67,,0.24,,607.82,-76.74,,04-25
2620,002015,霞客环保,-0.02,50.0,,,,-606.21,127.07,,04-25
2621,603538,美诺华,0.12,-14.29,,1.33,,1328.2,8.96,,04-25
2622,600605,汇通能源,0.04,56.52,,0.92,,534.24,60.27,,04-25
2623,601101,昊华能源,0.26,-425.0,,4.58,,31078.73,-407.17,,04-25
2624,002368,太极股份,0.04,0.0,,0.7,,1700.31,2.75,,04-25
2625,002689,远大智能,-0.04,-5.31,,-2.65,,-3750.64,-5.75,,04-25
2626,300155,安居宝,-0.02,-0.0,,-1.13,,-1274.89,7.63,,04-25
2627,300478,杭州高新,0.03,0.0,,0.41,,210.37,-7.41,,04-25
2628,600269,赣粤高速,0.19,137.5,,3.05,,43571.08,132.77,,04-25
2629,600696,*ST匹凸,0.01,-120.0,,5.51,,251.67,-113.61,,04-25
2630,002111,威海广泰,0.11,0.0,,1.53,,4099.09,-0.01,,04-25
2631,300236,上海新阳,0.09,5.92,,1.44,,1803.02,11.48,,04-25
2632,300561,汇金科技,0.24,-45.45,,3.21,,2004.71,-28.25,,04-25
2633,002792,通宇通讯,0.11,-67.65,,1.34,,2491.97,-51.35,,04-25
2634,300252,金信诺,0.14,-4.0,,2.88,,6401.43,5.11,,04-25
2635,002175,东方网络,0.04,201.43,,2.15,,3178.56,885.07,,04-25
2636,600052,浙江广厦,0.02,-300.0,,0.95,,1976.22,-372.42,,04-25
2637,300612,宣亚国际,0.13,116.67,,2.73,,753.14,142.82,,04-25
2638,000878,云南铜业,0.05,-183.33,,1.2,,6702.3,-178.45,,04-25
2639,002244,滨江集团,0.14,0.0,,3.31,,43049.8,12.23,,04-24
2640,300052,中青宝,0.01,0.0,,0.35,,330.99,-4.34,,04-24
2641,002105,信隆健康,0.0,-71.43,,0.28,,137.24,-73.13,,04-24
2642,002826,易明医药,0.03,0.0,,1.0,,555.57,16.44,,04-24
2643,002843,泰嘉股份,0.08,-14.93,,2.03,,1067.72,3.98,,04-24
2644,300648,星云股份,0.11,57.14,4.44,2.5,-0.34,563.77,48.49,,04-24
2645,300041,回天新材,0.12,-39.85,,2.89,,4622.43,20.3,,04-24
2646,603299,井神股份,0.05,351.33,,1.45,,2864.64,354.97,,04-24
2647,601163,三角轮胎,0.2,-25.93,,1.98,,15686.92,-2.63,,04-24
2648,002791,坚朗五金,0.01,-200.0,,0.11,,279.43,-315.87,,04-24
2649,002168,深圳惠程,-0.01,-50.0,,-0.41,,-556.21,-68.58,,04-24
2650,603508,思维列控,0.26,-13.33,,1.69,,4170.86,-11.71,,04-24
2651,002457,青龙管业,-0.02,355.0,,-0.34,,-609.68,367.38,,04-24
2652,601877,正泰电器,0.18,-28.0,,2.18,,35926.96,10.84,,04-24
2653,002013,中航机电,0.0,-111.33,,0.07,,541.87,-117.92,,04-24
2654,002478,常宝股份,0.05,-28.57,,0.69,,2087.61,-26.37,,04-24
2655,002830,名雕股份,-0.26,-29.73,,-3.14,,-1757.13,-4.11,,04-24
2656,603421,鼎信通讯,0.16,-1700.0,,3.53,,6969.81,-3388.38,,04-24
2657,002778,高科石化,0.09,-21.12,,1.34,,805.48,-21.14,,04-24
2658,002853,皮阿诺,0.18,-300.0,,2.13,,820.82,-304.46,,04-24
2659,002617,露笑科技,0.07,581.0,,2.18,,5001.59,880.72,,04-24
2660,002039,黔源电力,-0.01,-106.65,,-0.18,,-386.62,-106.62,,04-24
2661,002119,康强电子,0.07,94.44,,1.93,,1359.54,81.15,,04-24
2662,603041,美思德,0.2,-20.0,,3.23,,1744.65,-8.46,,04-24
2663,002574,明牌珠宝,0.04,-20.0,,0.71,,2112.36,-24.85,,04-24
2664,002670,国盛金控,0.04,4.46,,0.3,,3506.47,388.22,,04-24
2665,002547,春兴精工,0.02,-50.0,,0.89,,2454.63,-39.36,,04-24
2666,002579,中京电子,0.01,-96.0,,0.43,,414.01,-95.32,,04-24
2667,002627,宜昌交运,0.09,-9.43,,1.22,,1141.73,-9.37,,04-24
2668,002001,新和成,0.21,50.0,,2.83,,23174.22,48.86,,04-24
2669,002354,天神娱乐,0.81,118.92,,4.02,,23601.95,118.12,,04-24
2670,300173,智慧松德,0.0,-88.89,,0.08,,135.77,-86.86,,04-24
2671,600346,恒力股份,0.1,25.0,,4.78,,28666.07,76.68,,04-24
2672,002519,银河电子,0.06,-50.0,,1.07,,3793.71,-44.72,,04-24
2673,002246,北化股份,0.02,14.29,,0.83,,1025.36,14.35,,04-24
2674,002327,富安娜,0.09,-18.18,,3.18,,7930.84,-10.39,,04-24
2675,002359,齐星铁塔,-0.01,-187.33,,-0.61,,-546.16,-187.37,,04-24
2676,601198,东兴证券,0.11,0.0,,1.63,,30245.1,8.46,,04-24
2677,002150,通润装备,0.07,16.67,,1.84,,1953.24,38.48,,04-24
2678,603096,新经典,0.46,35.29,7.1,6.65,-0.15,4575.37,33.26,,04-24
2679,002251,步步高,0.18,9.68,,2.43,,15175.6,21.58,,04-24
2680,002828,贝肯能源,-0.08,-33.33,,-1.07,,-890.87,-15.74,,04-24
2681,000061,农产品,0.0,20.83,,0.1,,498.63,21.31,,04-24
2682,002240,威华股份,0.0,-105.08,,0.12,,176.12,-105.06,,04-24
2683,002273,水晶光电,0.1,11.11,,2.2,,6457.39,62.64,,04-24
2684,603637,镇海股份,0.01,-66.67,,0.16,,94.23,-51.65,,04-24
2685,002449,国星光电,0.11,38.25,,1.77,,5175.76,38.29,,04-24
2686,002793,东音股份,0.25,19.05,,3.47,,2466.01,58.77,,04-24
2687,002486,嘉麟杰,-0.03,60.31,,-2.82,,-2587.65,60.35,,04-24
2688,002310,东方园林,-0.01,-85.71,,-0.38,,-3510.95,-47.35,,04-24
2689,002358,森源电气,0.06,20.0,,1.26,,5741.32,33.84,,04-24
2690,002186,全聚德,0.12,5.88,,2.42,,3553.37,5.87,,04-24
2691,603039,泛微网络,0.17,0.0,,2.85,,1157.66,38.5,,04-24
2692,000019,深深宝A,-0.02,7.32,,-0.97,,-991.8,60.41,,04-24
2693,002223,鱼跃医疗,0.28,16.67,,3.71,,18573.03,30.36,,04-24
2694,002775,文科园林,0.04,-28.0,,0.87,,1072.3,44.21,,04-24
2695,002501,利源精制,0.09,-10.0,,1.42,,10483.03,7.59,,04-24
2696,002244,滨江集团,0.14,0.0,,3.31,,43049.8,12.23,,04-24
2697,002694,顾地科技,-0.05,66.67,,-1.42,,-1835.79,52.95,,04-24
2698,300567,精测电子,0.27,-2800.0,,3.03,,2178.33,-3320.62,,04-24
2699,002506,协鑫集成,-0.02,-200.0,,-3.05,,-12550.39,-223.06,,04-22
2700,600256,广汇能源,0.01,13.73,,0.27,,3027.32,12.62,,04-22
2701,002729,好利来,0.06,200.0,,0.96,,387.94,180.73,,04-22
2702,000690,宝新能源,0.01,-88.89,,0.52,,2625.69,-83.63,,04-22
2703,300193,佳士科技,0.04,33.33,,0.88,,1877.25,39.53,,04-22
2704,000711,京蓝科技,-0.1,150.0,,-1.06,,-3127.44,427.97,,04-22
2705,601918,新集能源,0.07,-975.0,,3.93,,18228.92,-934.47,,04-22
2706,002598,山东章鼓,0.04,19.39,,1.63,,1229.03,19.44,,04-22
2707,600559,老白干酒,0.09,-47.06,,2.54,,4131.49,35.28,,04-22
2708,002004,华邦健康,0.07,-12.5,,1.49,,14505.0,-15.77,,04-22
2709,600616,金枫酒业,0.1,-16.67,,2.65,,5376.03,-13.88,,04-22
2710,002506,协鑫集成,-0.02,-200.0,,-3.05,,-12550.39,-223.06,,04-22
2711,600439,瑞贝卡,0.05,16.75,,1.84,,4327.81,16.66,,04-22
2712,300020,银江股份,0.05,-16.67,,1.12,,3357.2,-9.49,,04-22
2713,000418,小天鹅A,0.63,26.0,,6.44,,39720.34,25.28,,04-22
2714,600864,哈投股份,0.05,-37.5,,0.78,,10629.6,154.28,,04-22
2715,300375,鹏翎股份,0.19,13.13,,2.68,,3454.16,13.12,,04-22
2716,000612,焦作万方,0.03,-208.0,,0.69,,3124.38,-206.48,,04-22
2717,002046,轴研科技,-0.04,-21.57,,-1.04,,-1407.93,-22.64,,04-22
2718,601222,林洋能源,0.08,-70.37,,1.55,,13319.76,19.58,,04-22
2719,600679,上海凤凰,0.03,84.4,,0.82,,1045.8,84.32,,04-22
2720,000722,湖南发展,0.06,-24.05,,1.01,,2887.3,-21.28,,04-22
2721,002463,沪电股份,0.03,200.0,,1.45,,4930.45,185.13,,04-22
2722,002190,成飞集成,0.01,-55.35,,0.28,,504.74,-55.35,,04-22
2723,600452,涪陵电力,0.35,133.33,,5.96,,5520.15,130.09,,04-22
2724,002861,瀛通通讯,0.17,30.77,,2.69,,1534.96,30.85,,04-22
2725,002222,福晶科技,0.08,45.19,,4.76,,3302.84,110.38,,04-22
2726,002728,特一药业,0.09,-10.0,,2.09,,1871.38,-6.2,,04-22
2727,002420,毅昌股份,-0.07,139.78,,-1.6,,-2632.86,139.48,,04-22
2728,002195,二三四五,0.06,-42.36,,3.09,,20958.55,123.87,,04-22
2729,000948,南天信息,-0.19,-7.4,,-3.21,,-4567.85,-8.15,,04-22
2730,002292,奥飞娱乐,0.04,-41.67,,0.95,,4571.8,-43.13,,04-22
2731,002613,北玻股份,0.0,-46.15,,0.1,,154.16,-45.82,,04-22
2732,300401,花园生物,0.11,450.0,,2.69,,2053.73,387.08,,04-22
2733,000606,神州易桥,-0.04,23.31,,-1.01,,-2795.4,99.87,,04-22
2734,002682,龙洲股份,0.05,25.0,,0.92,,1282.6,17.36,,04-22
2735,600673,东阳光科,0.02,240.0,,1.12,,4099.41,213.32,,04-22
2736,600723,首商股份,0.13,20.56,,2.4,,8466.8,20.71,,04-22
2737,002136,安纳达,0.15,-310.78,,6.15,,3195.72,-310.85,,04-22
2738,601727,上海电气,0.04,-1.09,,1.07,,48565.9,3.46,,04-22
2739,600774,汉商集团,0.04,105.0,,1.25,,719.41,108.04,,04-22
2740,600507,方大特钢,0.22,330.0,,10.2,,28490.63,360.84,,04-22
2741,600229,城市传媒,0.09,16.5,,3.02,,6492.33,16.41,,04-22
2742,601099,太平洋,-0.01,-800.0,,-0.8,,-9465.88,-1374.26,,04-22
2743,000631,顺发恒业,0.03,0.0,,1.18,,6642.3,37.33,,04-22
2744,600640,号百控股,0.06,434.86,,1.15,,4639.28,695.85,,04-22
2745,603859,能科股份,-0.08,-49.08,,-1.42,,-910.51,-32.14,,04-22
2746,300250,初灵信息,-0.06,-183.45,,-0.87,,-1427.36,-302.58,,04-22
2747,600050,中国联通,0.01,86.96,,0.35,,27426.39,88.29,,04-22
2748,300610,晨化股份,0.2,-2.89,,3.21,,1748.53,14.07,,04-22
2749,600476,湘邮科技,0.0,-112.12,,0.33,,65.46,-112.46,,04-22
2750,300024,机器人,0.04,-53.63,,1.04,,5792.97,7.06,,04-22
2751,603203,快克股份,0.29,3.57,,4.13,,2656.83,36.57,,04-22
2752,000530,大冷股份,0.05,-28.57,,1.02,,3329.75,30.44,,04-22
2753,600970,中材国际,0.09,-18.18,,2.16,,14993.39,15.94,,04-22
2754,300110,华仁药业,0.01,75.0,,0.27,,415.09,73.76,,04-22
2755,300126,锐奇股份,0.01,0.0,,0.37,,387.87,22.36,,04-22
2756,002034,美欣达,0.03,-3100.0,,0.38,,315.64,-4439.38,,04-22
2757,002371,北方华创,0.0,94.44,,0.05,,160.4,158.17,,04-22
2758,002066,瑞泰科技,0.02,12.14,,1.34,,534.36,12.2,,04-22
2759,002709,天赐材料,0.2,-63.64,,3.85,,6395.55,-9.84,,04-22
2760,002226,江南化工,0.01,1200.0,,0.22,,832.15,1328.98,,04-22
2761,300368,汇金股份,-0.02,-33.53,,-1.16,,-1248.68,32.52,,04-22
2762,300110,华仁药业,0.01,75.0,,0.27,,415.09,73.76,,04-22
2763,300126,锐奇股份,0.01,0.0,,0.37,,387.87,22.36,,04-22
2764,002034,美欣达,0.03,-3100.0,,0.38,,315.64,-4439.38,,04-22
2765,002371,北方华创,0.0,94.44,,0.05,,160.4,158.17,,04-22
2766,002066,瑞泰科技,0.02,12.14,,1.34,,534.36,12.2,,04-22
2767,002709,天赐材料,0.2,-63.64,,3.85,,6395.55,-9.84,,04-22
2768,002796,世嘉科技,0.06,-45.45,,1.0,,487.43,-25.59,,04-22
2769,000783,长江证券,0.08,-27.27,,1.68,,43224.84,-13.95,,04-22
2770,601999,出版传媒,0.02,81.82,,0.55,,1061.17,69.27,,04-22
2771,002836,新宏泽,0.14,-30.0,,2.73,,1094.02,-8.2,,04-22
2772,600077,宋都股份,-0.0,-85.19,,-0.14,,-486.9,-86.53,,04-22
2773,300356,光一科技,-0.02,-281.3,,-0.26,,-370.81,-286.42,,04-22
2774,300373,扬杰科技,0.12,33.33,,2.67,,5462.17,37.95,,04-22
2775,600562,国睿科技,0.05,0.0,,1.38,,2354.84,0.14,,04-22
2776,600278,东方创业,0.09,28.57,,1.28,,4322.05,16.65,,04-22
2777,002408,齐翔腾达,0.11,120.0,,3.31,,19825.84,397.87,,04-22
2778,000715,中兴商业,0.06,60.5,,1.31,,1600.04,60.86,,04-22
2779,000816,智慧农业,0.0,-46.48,,0.16,,534.0,-47.09,,04-22
2780,600908,无锡银行,0.13,0.0,,2.69,,23805.9,10.46,,04-22
2781,002638,勤上股份,0.03,-69.41,,0.18,,4387.74,38.35,,04-22
2782,000591,太阳能,0.05,89.62,,0.66,,7487.58,158.69,,04-22
2783,002028,思源电气,0.02,-75.0,,0.41,,1710.97,-64.99,,04-22
2784,002092,中泰化学,0.33,870.15,,4.61,,69752.18,1395.65,,04-22
2785,600711,盛屯矿业,0.06,1475.0,,2.32,,9409.94,1540.06,,04-22
2786,600338,西藏珠峰,0.47,147.37,,21.81,,30587.53,147.06,,04-22
2787,002482,广田集团,0.04,-42.86,,0.92,,5653.46,23.69,,04-22
2788,002812,创新股份,0.17,-38.83,,1.42,,2248.35,-18.43,,04-22
2789,600499,科达洁能,0.13,-34.9,,4.36,,17625.81,30.08,,04-22
2790,600872,中炬高新,0.14,74.43,,4.07,,11518.28,74.47,,04-22
2791,600889,南京化纤,0.07,209.09,,1.41,,2098.81,213.65,,04-22
2792,002049,紫光国芯,0.09,-14.88,,1.65,,5343.52,-14.91,,04-22
2793,600289,亿阳信通,0.01,-6.3,,0.23,,753.08,5.12,,04-22
2794,000708,大冶特钢,0.15,15.08,,1.74,,6528.11,14.89,,04-22
2795,002434,万里扬,0.18,28.57,,4.17,,23773.15,235.88,,04-22
2796,002129,中环股份,0.04,1.02,,0.98,,10463.27,1.23,,04-22
2797,000755,*ST三维,-0.3,-0.99,,-31.21,,-13933.22,-1.99,,04-22
2798,002466,天齐锂业,0.41,-62.28,,8.25,,40577.87,42.72,,04-22
2799,002214,大立科技,0.0,33.33,,0.18,,173.76,14.68,,04-22
2800,002295,精艺股份,0.06,-429.34,,1.28,,1384.68,-429.67,,04-22
2801,002616,长青集团,0.07,-28.56,,1.27,,2542.11,-23.79,,04-22
2802,300082,奥克股份,0.04,-290.0,,0.95,,2547.96,-294.56,,04-22
2803,000559,万向钱潮,0.1,0.99,,5.23,,23361.63,1.05,,04-22
2804,002648,卫星石化,0.36,9710.81,,8.28,,29169.45,9734.6,,04-22
2805,600371,万向德农,0.05,8.04,,2.58,,1119.49,7.65,,04-22
2806,000795,英洛华,0.01,-18.75,,0.76,,1499.16,113.54,,04-22
2807,002492,恒基达鑫,0.04,48.6,,1.42,,1146.91,48.38,,04-22
2808,600395,盘江股份,0.16,-348.44,,4.2,,26377.93,-347.85,,04-22
2809,000836,鑫茂科技,0.0,-73.24,,0.27,,461.09,-73.07,,04-22
2810,600812,华北制药,0.01,-11.11,,0.25,,1348.98,-2.81,,04-22
2811,300006,莱美药业,0.03,-70.0,,1.34,,2187.27,13.64,,04-22
2812,300038,梅泰诺,0.03,7.5,,0.32,,655.08,5.93,,04-22
2813,000546,金圆股份,-0.06,92.17,,-1.77,,-3795.26,91.07,,04-22
2814,002011,盾安环境,0.04,0.0,,0.87,,3893.44,30.71,,04-22
2815,603677,奇精机械,0.25,-10.71,,2.55,,1845.75,8.17,,04-22
2816,300248,新开普,0.01,-52.22,,0.23,,269.91,-49.91,,04-22
2817,000001,平安银行,0.31,-27.91,10.94,2.89,-6.7,621400.0,2.1,,04-22
2818,600382,广东明珠,0.14,155.88,10.35,1.35,-1.53,6497.37,249.47,,04-22
2819,603066,音飞储存,0.12,30.34,,1.44,,1156.81,30.05,,04-22
2820,600533,栖霞建设,-0.02,-277.17,,-0.43,,-1707.52,-276.9,,04-22
2821,002663,普邦股份,0.0,-20.0,,0.17,,727.04,-22.28,,04-22
2822,002053,云南能投,0.08,-47.45,,1.87,,4251.78,5.0,,04-22
2823,601188,龙江交通,0.06,-3.33,,2.0,,7576.14,2.31,,04-22
2824,300177,中海达,0.01,-200.9,,0.31,,488.82,-200.92,,04-22
2825,300500,启迪设计,0.16,14.29,,1.39,,964.96,11.35,,04-22
2826,002438,江苏神通,0.06,-14.29,,0.92,,1501.7,2.94,,04-22
2827,600736,苏州高新,0.09,15.34,,1.91,,10413.88,30.16,,04-22
2828,300568,星源材质,0.29,-50.0,,2.77,,3464.79,-34.12,,04-22
2829,600075,新疆天业,0.23,265.08,,3.98,,15709.37,464.97,,04-22
2830,300016,北陆药业,0.08,28.78,,2.89,,2641.78,28.78,,04-22
2831,000969,安泰科技,0.01,-29.52,,0.06,,1198.35,-23.54,,04-22
2832,600560,金自天正,0.03,-25.0,,0.87,,637.48,-20.18,,04-22
2833,002684,猛狮科技,0.01,32.5,,0.22,,349.42,32.83,,04-22
2834,300473,德尔股份,0.3,15.41,,1.97,,3010.15,15.42,,04-22
2835,600300,维维股份,0.05,150.0,,3.38,,9151.62,185.85,,04-22
2836,002787,华源控股,0.15,-25.0,,2.31,,2217.42,-22.4,,04-22
2837,000813,德展健康,0.11,-647.26,,4.25,,16284.68,-1831.24,,04-22
2838,002507,涪陵榨菜,0.12,-20.0,,3.99,,6370.12,25.61,,04-22
2839,300086,康芝药业,0.03,-18.14,,0.83,,1502.86,-18.09,,04-22
2840,002315,焦点科技,0.09,-187.38,,0.57,,1114.92,-192.11,,04-22
2841,600343,航天动力,0.01,3.16,,0.25,,546.28,3.16,,04-22
2842,002561,徐家汇,0.15,-6.25,,3.04,,6361.27,-5.63,,04-22
2843,300348,长亮科技,0.0,-95.7,,0.1,,86.17,-91.04,,04-22
2844,002255,海陆重工,0.03,43.48,,0.89,,2065.89,48.12,,04-22
2845,002320,海峡股份,0.18,20.0,,2.74,,9362.15,47.9,,04-22
2846,002357,富临运业,0.14,47.13,,4.24,,4415.11,47.1,,04-21
2847,300467,迅游科技,0.09,-18.18,,2.86,,1561.02,-10.86,,04-21
2848,600702,沱牌舍得,0.12,235.46,,1.74,,4085.3,235.47,,04-21
2849,300321,同大股份,0.05,-69.36,,0.69,,400.9,-38.65,,04-21
2850,300047,天源迪科,0.0,-109.62,,0.06,,126.54,-110.76,,04-21
2851,000987,越秀金控,0.08,-52.35,,1.44,,18092.41,198.68,,04-21
2852,300505,川金诺,0.08,2.12,,1.22,,763.88,36.23,,04-21
2853,300538,同益股份,0.1,-23.08,,1.4,,549.75,3.43,,04-21
2854,603936,博敏电子,0.07,71.43,,1.28,,1203.12,69.89,,04-21
